S 4896 75610 1001 0 6582974 0 0 1224 5615 26888
S 14004 14183 3459 0 19828000 0 0 6016 12314 26888
S 15710 49931 5764 0 20890418 0 0 6016 12314 26888
S 8786 26681 4832 0 20889832 0 0 6016 12314 26888
S 22873 41364 6659 1 22360457 0 0 6016 12314 26888
S 1231 10610 4020 0 22306014 0 0 6016 12314 26888
S 113994 123241 1068 1 13386896 0 603 4313 14091 21319
S 2930 19191 1463 1 47224052 0 0 481 2328 26888
S 37074 67075 1177 1 6494344 0 0 6016 12314 26888
S 4918 17654 2802 0 19227458 0 0 6016 12314 26888
S 4921 21242 3535 0 20411256 0 0 6016 12314 26888
S 17440 58549 6645 1 21920077 0 0 6016 12314 26888
S 15909 45393 5834 0 20516898 0 0 6016 12314 26888
S 15711 54229 4964 1 19840803 0 0 6016 12314 26888
S 10421 37075 3822 0 19096689 0 0 6016 12314 26888
S 6773 54237 5520 1 21082469 0 0 6016 12314 26888
S 17657 20999 4150 0 19951914 0 0 6016 12314 26888
S 20997 30873 4978 0 20389622 0 0 6016 12314 26888
S 10421 21246 4093 0 20372310 0 0 6016 12314 26888
S 6770 21242 3526 0 19948142 0 0 6016 12314 26888
S 30634 62867 6895 1 21439203 0 0 6016 12314 26888
S 26683 28881 6151 0 21638540 0 0 6016 12314 26888
S 20997 32931 6398 0 22466741 0 0 6016 12314 26888
S 15707 25014 5324 0 21541329 0 0 6016 12314 26888
S 28622 58559 7043 1 22472394 0 0 6016 12314 26888
S 10418 69352 7067 1 23110166 0 0 6016 12314 26888
S 1156 6748 1119 0 46395219 0 0 481 2328 26888
S 26063 38205 1221 1 40048925 0 0 1857 12036 25566
S 9802 46783 1429 1 43900330 0 0 1857 12036 25566
S 9805 46781 1354 1 43029546 0 0 1857 12036 25566
S 104310 116428 1468 0 24340793 0 14 433 12314 26888
S 3099 49926 4921 1 20936198 0 0 6016 12314 26888
S 41105 43501 6220 0 20076869 0 0 6016 12314 26888
S 28627 49930 6030 0 20265764 0 0 6016 12314 26888
S 32917 49676 6171 1 20172353 0 0 6016 12314 26888
S 25006 26681 4899 0 20089082 0 0 6016 12314 26888
S 10419 10600 2607 0 18649274 0 0 6016 12314 26888
S 10414 62866 6287 1 21594921 0 0 6016 12314 26888
S 122196 122907 1452 1 16137278 0 1304 6016 12314 26888
S 113998 121290 1680 0 18741666 0 151 3933 12036 25566
S 10906 15916 6413 0 36004209 0 0 5509 14091 21319
